Start_date,End_date,Category,Start_location,Stop_location,Miles,Purpose,Hour,Month,Day_of_the_week,Weekday,Duration
2016-07-20 18:16:00,2016-07-20 18:20:00,Personal,Preston,Whitebridge,1.4,Unknown,18,July,2,Wed,0 days 00:04:00
2016-07-21 17:17:00,2016-07-21 17:23:00,Business,Whitebridge,Edgehill Farms,2.7,Unknown,17,July,3,Thu,0 days 00:06:00
2016-07-21 17:42:00,2016-07-21 17:51:00,Business,Edgehill Farms,Burtrose,2.3,Unknown,17,July,3,Thu,0 days 00:09:00
2016-07-21 18:27:00,2016-07-21 18:42:00,Business,Cary,Morrisville,3.7,Unknown,18,July,3,Thu,0 days 00:15:00
2016-07-21 19:30:00,2016-07-21 19:39:00,Business,Morrisville,Cary,2.9,Unknown,19,July,3,Thu,0 days 00:09:00
2016-07-22 10:42:00,2016-07-22 10:53:00,Business,Cary,Morrisville,3.8,Unknown,10,July,4,Fri,0 days 00:11:00
2016-07-22 11:11:00,2016-07-22 11:25:00,Business,Morrisville,Cary,5.1,Unknown,11,July,4,Fri,0 days 00:14:00
2016-07-22 11:37:00,2016-07-22 12:00:00,Business,Hazelwood,Lexington Park at Amberly,9.1,Unknown,11,July,4,Fri,0 days 00:23:00
2016-07-22 12:14:00,2016-07-22 12:31:00,Business,Cary,Durham,8.0,Unknown,12,July,4,Fri,0 days 00:17:00
2016-07-22 13:21:00,2016-07-22 13:42:00,Business,Durham,Cary,9.9,Meeting,13,July,4,Fri,0 days 00:21:00
2016-07-22 14:27:00,2016-07-22 14:43:00,Business,Cary,Morrisville,6.1,Meal/Entertain,14,July,4,Fri,0 days 00:16:00
2016-07-22 15:49:00,2016-07-22 16:22:00,Business,Morrisville,Cary,12.2,Unknown,15,July,4,Fri,0 days 00:33:00
2016-07-22 18:33:00,2016-07-22 18:51:00,Business,Wayne Ridge,Whitebridge,8.0,Unknown,18,July,4,Fri,0 days 00:18:00
2016-07-23 14:27:00,2016-07-23 14:44:00,Business,Cary,Morrisville,4.0,Unknown,14,July,5,Sat,0 days 00:17:00
2016-07-23 14:48:00,2016-07-23 15:12:00,Business,Morrisville,Cary,9.5,Unknown,14,July,5,Sat,0 days 00:24:00
2016-07-23 15:15:00,2016-07-23 15:27:00,Business,Cary,Morrisville,3.0,Unknown,15,July,5,Sat,0 days 00:12:00
2016-07-23 15:50:00,2016-07-23 16:10:00,Business,Morrisville,Cary,6.3,Unknown,15,July,5,Sat,0 days 00:20:00
2016-07-23 20:17:00,2016-07-23 20:33:00,Business,Cary,Durham,10.4,Meeting,20,July,5,Sat,0 days 00:16:00
2016-07-23 23:18:00,2016-07-23 23:43:00,Business,Durham,Cary,9.9,Meeting,23,July,5,Sat,0 days 00:25:00
2016-07-25 10:35:00,2016-07-25 10:41:00,Business,Whitebridge,Parkway,1.5,Unknown,10,July,0,Mon,0 days 00:06:00
2016-07-25 10:47:00,2016-07-25 10:58:00,Business,Cary,Morrisville,4.9,Unknown,10,July,0,Mon,0 days 00:11:00
2016-07-25 11:04:00,2016-07-25 11:33:00,Business,Morrisville,Cary,7.9,Unknown,11,July,0,Mon,0 days 00:29:00
2016-07-25 11:37:00,2016-07-25 11:44:00,Business,Parkway,Whitebridge,1.7,Unknown,11,July,0,Mon,0 days 00:07:00
2016-07-26 15:43:00,2016-07-26 15:49:00,Business,Whitebridge,Westpark Place,2.2,Unknown,15,July,1,Tue,0 days 00:06:00
2016-07-26 17:14:00,2016-07-26 17:24:00,Business,Westpark Place,Whitebridge,2.1,Unknown,17,July,1,Tue,0 days 00:10:00
2016-07-26 20:52:00,2016-07-26 21:00:00,Business,Cary,Morrisville,2.5,Meal/Entertain,20,July,1,Tue,0 days 00:08:00
2016-07-26 22:31:00,2016-07-26 22:39:00,Business,Morrisville,Cary,2.5,Meal/Entertain,22,July,1,Tue,0 days 00:08:00
2016-07-27 19:08:00,2016-07-27 19:20:00,Business,Cary,Morrisville,2.8,Unknown,19,July,2,Wed,0 days 00:12:00
2016-07-27 21:34:00,2016-07-27 21:57:00,Business,Morrisville,Raleigh,14.7,Unknown,21,July,2,Wed,0 days 00:23:00
2016-07-27 22:00:00,2016-07-27 22:26:00,Business,Raleigh,Morrisville,14.6,Unknown,22,July,2,Wed,0 days 00:26:00
2016-07-28 00:04:00,2016-07-28 00:09:00,Business,Morrisville,Cary,2.3,Unknown,0,July,3,Thu,0 days 00:05:00
2016-07-29 15:45:00,2016-07-29 15:47:00,Business,Whitebridge,Westpark Place,2.2,Unknown,15,July,4,Fri,0 days 00:02:00
2016-07-29 17:27:00,2016-07-29 17:45:00,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,17,July,4,Fri,0 days 00:18:00
2016-07-30 17:02:00,2016-07-30 17:27:00,Business,Cary,Durham,14.0,Unknown,17,July,5,Sat,0 days 00:25:00
2016-07-30 21:16:00,2016-07-30 21:41:00,Business,Durham,Cary,13.3,Unknown,21,July,5,Sat,0 days 00:25:00
2016-07-31 17:30:00,2016-07-31 17:37:00,Business,Westpark Place,Whitebridge,1.8,Unknown,17,July,6,Sun,0 days 00:07:00
2016-08-01 12:47:00,2016-08-01 13:04:00,Business,Whitebridge,Arlington Park at Amberly,6.2,Unknown,12,Aug,0,Mon,0 days 00:17:00
2016-08-01 13:08:00,2016-08-01 13:19:00,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,Unknown,13,Aug,0,Mon,0 days 00:11:00
2016-08-01 13:28:00,2016-08-01 13:46:00,Business,Lexington Park at Amberly,Westpark Place,1.9,Unknown,13,Aug,0,Mon,0 days 00:18:00
2016-08-01 13:52:00,2016-08-01 14:14:00,Business,Cary,Apex,6.9,Unknown,13,Aug,0,Mon,0 days 00:22:00
2016-08-01 15:40:00,2016-08-01 15:47:00,Business,Apex,Cary,4.6,Unknown,15,Aug,0,Mon,0 days 00:07:00
2016-08-01 16:18:00,2016-08-01 16:25:00,Business,Whitebridge,Edgehill Farms,2.8,Unknown,16,Aug,0,Mon,0 days 00:07:00
2016-08-01 16:29:00,2016-08-01 16:59:00,Business,Cary,Morrisville,9.1,Unknown,16,Aug,0,Mon,0 days 00:30:00
2016-08-01 17:23:00,2016-08-01 17:55:00,Business,Morrisville,Cary,8.1,Unknown,17,Aug,0,Mon,0 days 00:32:00
2016-08-02 08:11:00,2016-08-02 08:32:00,Business,Cary,Morrisville,8.4,Meeting,8,Aug,1,Tue,0 days 00:21:00
2016-08-02 11:51:00,2016-08-02 12:15:00,Business,Arlington,Washington,4.9,Unknown,11,Aug,1,Tue,0 days 00:24:00
2016-08-02 19:15:00,2016-08-02 19:23:00,Business,Kalorama Triangle,K Street,1.0,Unknown,19,Aug,1,Tue,0 days 00:08:00
2016-08-02 21:23:00,2016-08-02 21:29:00,Business,K Street,Kalorama Triangle,1.0,Unknown,21,Aug,1,Tue,0 days 00:06:00
2016-08-03 12:46:00,2016-08-03 13:00:00,Business,West End,Northwest Rectangle,2.0,Unknown,12,Aug,2,Wed,0 days 00:14:00
2016-08-03 14:59:00,2016-08-03 15:03:00,Business,K Street,Kalorama Triangle,1.1,Unknown,14,Aug,2,Wed,0 days 00:04:00
2016-08-03 16:00:00,2016-08-03 16:04:00,Business,Kalorama Triangle,Downtown,1.5,Unknown,16,Aug,2,Wed,0 days 00:04:00
2016-08-05 17:23:00,2016-08-05 17:30:00,Business,Connecticut Avenue,Kalorama Triangle,1.3,Unknown,17,Aug,4,Fri,0 days 00:07:00
2016-08-05 18:17:00,2016-08-05 18:21:00,Business,Kalorama Triangle,Columbia Heights,1.8,Unknown,18,Aug,4,Fri,0 days 00:04:00
2016-08-05 19:17:00,2016-08-05 19:27:00,Business,Columbia Heights,Kalorama Triangle,1.5,Unknown,19,Aug,4,Fri,0 days 00:10:00
2016-08-06 06:40:00,2016-08-06 06:58:00,Business,Washington,Arlington,6.6,Unknown,6,Aug,5,Sat,0 days 00:18:00
2016-08-06 09:31:00,2016-08-06 09:53:00,Business,Morrisville,Cary,8.0,Unknown,9,Aug,5,Sat,0 days 00:22:00
2016-08-07 17:14:00,2016-08-07 17:23:00,Business,Whitebridge,Edgehill Farms,2.7,Unknown,17,Aug,6,Sun,0 days 00:09:00
2016-08-07 17:28:00,2016-08-07 17:43:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,17,Aug,6,Sun,0 days 00:15:00
2016-08-07 18:17:00,2016-08-07 18:23:00,Business,Cary,Morrisville,2.5,Unknown,18,Aug,6,Sun,0 days 00:06:00
2016-08-07 20:15:00,2016-08-07 20:23:00,Business,Morrisville,Cary,2.5,Meal/Entertain,20,Aug,6,Sun,0 days 00:08:00
2016-08-08 16:17:00,2016-08-08 16:31:00,Business,Whitebridge,Farmington Woods,5.2,Unknown,16,Aug,0,Mon,0 days 00:14:00
2016-08-08 16:37:00,2016-08-08 16:50:00,Business,Farmington Woods,Edgehill Farms,4.0,Unknown,16,Aug,0,Mon,0 days 00:13:00
2016-08-08 17:02:00,2016-08-08 17:13:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,17,Aug,0,Mon,0 days 00:11:00
2016-08-08 21:50:00,2016-08-08 22:15:00,Business,Cary,Morrisville,4.8,Unknown,21,Aug,0,Mon,0 days 00:25:00
2016-08-08 23:28:00,2016-08-08 23:37:00,Business,Morrisville,Cary,3.2,Customer Visit,23,Aug,0,Mon,0 days 00:09:00
2016-08-09 14:20:00,2016-08-09 14:38:00,Business,Whitebridge,Waverly Place,6.9,Unknown,14,Aug,1,Tue,0 days 00:18:00
2016-08-09 15:15:00,2016-08-09 15:36:00,Business,Cary,Raleigh,14.9,Unknown,15,Aug,1,Tue,0 days 00:21:00
2016-08-09 16:04:00,2016-08-09 16:37:00,Business,Raleigh,Cary,17.4,Unknown,16,Aug,1,Tue,0 days 00:33:00
2016-08-10 16:56:00,2016-08-10 17:24:00,Business,Cary,Durham,12.9,Unknown,16,Aug,2,Wed,0 days 00:28:00
2016-08-10 17:53:00,2016-08-10 18:28:00,Business,Durham,Apex,15.3,Unknown,17,Aug,2,Wed,0 days 00:35:00
2016-08-10 18:49:00,2016-08-10 18:50:00,Business,Apex,Apex,1.0,Unknown,18,Aug,2,Wed,0 days 00:01:00
2016-08-10 19:47:00,2016-08-10 20:02:00,Business,Apex,Cary,6.0,Unknown,19,Aug,2,Wed,0 days 00:15:00
2016-08-11 12:53:00,2016-08-11 13:00:00,Business,Whitebridge,Heritage Pines,2.2,Unknown,12,Aug,3,Thu,0 days 00:07:00
2016-08-11 13:14:00,2016-08-11 13:28:00,Business,Heritage Pines,Edgehill Farms,4.4,Unknown,13,Aug,3,Thu,0 days 00:14:00
2016-08-11 13:32:00,2016-08-11 13:42:00,Business,Edgehill Farms,Whitebridge,2.8,Unknown,13,Aug,3,Thu,0 days 00:10:00
2016-08-11 18:37:00,2016-08-11 19:29:00,Business,Cary,Wake Forest,31.7,Unknown,18,Aug,3,Thu,0 days 00:52:00
2016-08-11 20:59:00,2016-08-11 21:44:00,Business,Wake Forest,Cary,31.9,Unknown,20,Aug,3,Thu,0 days 00:45:00
2016-08-12 18:49:00,2016-08-12 18:52:00,Business,Whitebridge,Westpark Place,1.9,Unknown,18,Aug,4,Fri,0 days 00:03:00
2016-08-12 18:56:00,2016-08-12 19:05:00,Business,Westpark Place,Whitebridge,1.8,Unknown,18,Aug,4,Fri,0 days 00:09:00
2016-08-13 15:35:00,2016-08-13 15:58:00,Business,Cary,Morrisville,8.4,Meeting,15,Aug,5,Sat,0 days 00:23:00
2016-08-15 09:05:00,2016-08-15 09:52:00,Business,R?walpindi,Unknown Location,15.6,Unknown,9,Aug,0,Mon,0 days 00:47:00
2016-08-15 15:20:00,2016-08-15 15:47:00,Business,Unknown Location,Unknown Location,14.1,Unknown,15,Aug,0,Mon,0 days 00:27:00
2016-08-15 16:52:00,2016-08-15 17:30:00,Business,Unknown Location,Unknown Location,15.7,Unknown,16,Aug,0,Mon,0 days 00:38:00
2016-08-15 19:08:00,2016-08-15 20:30:00,Business,Unknown Location,Unknown Location,25.9,Temporary Site,19,Aug,0,Mon,0 days 01:22:00
2016-08-16 07:58:00,2016-08-16 08:11:00,Business,Unknown Location,Unknown Location,7.9,Unknown,7,Aug,1,Tue,0 days 00:13:00
2016-08-16 08:16:00,2016-08-16 08:23:00,Business,Unknown Location,Unknown Location,2.7,Unknown,8,Aug,1,Tue,0 days 00:07:00
2016-08-16 08:46:00,2016-08-16 08:53:00,Business,Unknown Location,Unknown Location,5.5,Unknown,8,Aug,1,Tue,0 days 00:07:00
2016-08-16 10:06:00,2016-08-16 10:27:00,Business,Unknown Location,Islamabad,5.7,Unknown,10,Aug,1,Tue,0 days 00:21:00
2016-08-16 10:31:00,2016-08-16 10:38:00,Business,Islamabad,Islamabad,1.2,Unknown,10,Aug,1,Tue,0 days 00:07:00
2016-08-16 11:47:00,2016-08-16 12:03:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,11,Aug,1,Tue,0 days 00:16:00
2016-08-16 15:13:00,2016-08-16 15:36:00,Business,Unknown Location,Unknown Location,16.2,Unknown,15,Aug,1,Tue,0 days 00:23:00
2016-08-17 10:17:00,2016-08-17 10:41:00,Business,Unknown Location,Unknown Location,2.6,Unknown,10,Aug,2,Wed,0 days 00:24:00
2016-08-17 10:57:00,2016-08-17 11:20:00,Business,Unknown Location,Unknown Location,12.1,Unknown,10,Aug,2,Wed,0 days 00:23:00
2016-08-17 14:45:00,2016-08-17 14:50:00,Business,Unknown Location,R?walpindi,1.4,Unknown,14,Aug,2,Wed,0 days 00:05:00
2016-08-17 15:32:00,2016-08-17 15:47:00,Business,R?walpindi,Islamabad,6.4,Unknown,15,Aug,2,Wed,0 days 00:15:00
2016-08-17 16:29:00,2016-08-17 16:50:00,Business,Islamabad,Unknown Location,7.3,Unknown,16,Aug,2,Wed,0 days 00:21:00
2016-08-17 16:54:00,2016-08-17 17:00:00,Business,Unknown Location,Unknown Location,5.3,Unknown,16,Aug,2,Wed,0 days 00:06:00
2016-08-17 17:05:00,2016-08-17 17:34:00,Business,Unknown Location,Unknown Location,5.5,Unknown,17,Aug,2,Wed,0 days 00:29:00
2016-08-17 18:38:00,2016-08-17 18:57:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,18,Aug,2,Wed,0 days 00:19:00
2016-08-18 18:40:00,2016-08-18 19:07:00,Business,Unknown Location,Unknown Location,7.6,Temporary Site,18,Aug,3,Thu,0 days 00:27:00
2016-08-19 08:24:00,2016-08-19 08:45:00,Business,Unknown Location,Noorpur Shahan,7.6,Unknown,8,Aug,4,Fri,0 days 00:21:00
2016-08-19 08:54:00,2016-08-19 09:07:00,Business,Noorpur Shahan,Islamabad,3.3,Unknown,8,Aug,4,Fri,0 days 00:13:00
2016-08-19 09:27:00,2016-08-19 09:47:00,Business,Islamabad,R?walpindi,6.5,Unknown,9,Aug,4,Fri,0 days 00:20:00
2016-08-19 10:57:00,2016-08-19 11:06:00,Business,R?walpindi,Unknown Location,2.0,Unknown,10,Aug,4,Fri,0 days 00:09:00
2016-08-19 12:07:00,2016-08-19 12:24:00,Business,Unknown Location,Islamabad,5.7,Unknown,12,Aug,4,Fri,0 days 00:17:00
2016-08-19 15:51:00,2016-08-19 16:06:00,Business,Islamabad,Islamabad,3.2,Unknown,15,Aug,4,Fri,0 days 00:15:00
2016-08-19 17:12:00,2016-08-19 17:52:00,Business,Islamabad,Unknown Location,12.5,Unknown,17,Aug,4,Fri,0 days 00:40:00
2016-08-21 10:00:00,2016-08-21 10:29:00,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,10,Aug,6,Sun,0 days 00:29:00
2016-08-21 14:05:00,2016-08-21 14:34:00,Business,Unknown Location,Unknown Location,7.7,Unknown,14,Aug,6,Sun,0 days 00:29:00
2016-08-21 16:30:00,2016-08-21 17:02:00,Business,Unknown Location,Islamabad,12.2,Unknown,16,Aug,6,Sun,0 days 00:32:00
2016-08-21 18:10:00,2016-08-21 18:17:00,Business,Islamabad,Islamabad,1.4,Unknown,18,Aug,6,Sun,0 days 00:07:00
2016-08-21 18:48:00,2016-08-21 19:24:00,Business,Islamabad,Unknown Location,20.2,Unknown,18,Aug,6,Sun,0 days 00:36:00
2016-08-22 10:00:00,2016-08-22 10:44:00,Business,Unknown Location,Islamabad,9.8,Unknown,10,Aug,0,Mon,0 days 00:44:00
2016-08-22 11:07:00,2016-08-22 11:23:00,Business,Islamabad,Unknown Location,6.3,Unknown,11,Aug,0,Mon,0 days 00:16:00
2016-08-22 12:36:00,2016-08-22 12:49:00,Business,Unknown Location,Islamabad,4.9,Unknown,12,Aug,0,Mon,0 days 00:13:00
2016-08-22 13:02:00,2016-08-22 13:11:00,Business,Islamabad,Islamabad,1.5,Unknown,13,Aug,0,Mon,0 days 00:09:00
2016-08-22 14:07:00,2016-08-22 14:31:00,Business,Islamabad,Unknown Location,10.9,Unknown,14,Aug,0,Mon,0 days 00:24:00
2016-08-22 15:14:00,2016-08-22 15:49:00,Business,Unknown Location,Unknown Location,19.0,Unknown,15,Aug,0,Mon,0 days 00:35:00
2016-08-22 15:59:00,2016-08-22 17:16:00,Business,Unknown Location,Unknown Location,19.0,Unknown,15,Aug,0,Mon,0 days 01:17:00
2016-08-22 19:58:00,2016-08-22 20:50:00,Business,Unknown Location,R?walpindi,7.9,Unknown,19,Aug,0,Mon,0 days 00:52:00
2016-08-22 20:53:00,2016-08-22 21:31:00,Business,R?walpindi,R?walpindi,4.1,Unknown,20,Aug,0,Mon,0 days 00:38:00
2016-08-22 22:31:00,2016-08-22 23:00:00,Business,R?walpindi,Unknown Location,18.7,Unknown,22,Aug,0,Mon,0 days 00:29:00
2016-08-23 08:10:00,2016-08-23 08:25:00,Business,Unknown Location,Noorpur Shahan,8.7,Unknown,8,Aug,1,Tue,0 days 00:15:00
2016-08-23 09:35:00,2016-08-23 10:09:00,Business,Noorpur Shahan,Unknown Location,7.5,Unknown,9,Aug,1,Tue,0 days 00:34:00
2016-08-23 12:59:00,2016-08-23 13:15:00,Business,Unknown Location,Noorpur Shahan,7.7,Unknown,12,Aug,1,Tue,0 days 00:16:00
2016-08-23 13:19:00,2016-08-23 13:30:00,Business,Noorpur Shahan,Islamabad,4.4,Unknown,13,Aug,1,Tue,0 days 00:11:00
2016-08-23 13:49:00,2016-08-23 14:04:00,Business,Islamabad,Unknown Location,5.0,Unknown,13,Aug,1,Tue,0 days 00:15:00
2016-08-23 15:07:00,2016-08-23 15:12:00,Business,Unknown Location,Unknown Location,1.9,Unknown,15,Aug,1,Tue,0 days 00:05:00
2016-08-23 15:15:00,2016-08-23 17:16:00,Business,Unknown Location,Unknown Location,7.9,Unknown,15,Aug,1,Tue,0 days 02:01:00
2016-08-23 17:42:00,2016-08-23 18:31:00,Business,Unknown Location,Unknown Location,17.7,Unknown,17,Aug,1,Tue,0 days 00:49:00
2016-08-24 12:05:00,2016-08-24 12:56:00,Business,Unknown Location,Unknown Location,25.2,Unknown,12,Aug,2,Wed,0 days 00:51:00
2016-08-24 13:01:00,2016-08-24 15:25:00,Business,Unknown Location,Unknown Location,96.2,Unknown,13,Aug,2,Wed,0 days 02:24:00
2016-08-25 15:17:00,2016-08-25 16:22:00,Business,Unknown Location,Unknown Location,35.0,Unknown,15,Aug,3,Thu,0 days 01:05:00
2016-08-25 16:36:00,2016-08-25 16:56:00,Business,Unknown Location,Unknown Location,5.5,Unknown,16,Aug,3,Thu,0 days 00:20:00
2016-08-25 17:19:00,2016-08-25 19:20:00,Business,Unknown Location,Unknown Location,50.4,Unknown,17,Aug,3,Thu,0 days 02:01:00
2016-08-25 19:25:00,2016-08-25 19:57:00,Business,Unknown Location,Lahore,9.2,Unknown,19,Aug,3,Thu,0 days 00:32:00
2016-08-25 22:58:00,2016-08-25 23:16:00,Business,Lahore,Unknown Location,7.3,Unknown,22,Aug,3,Thu,0 days 00:18:00
2016-08-26 09:06:00,2016-08-26 09:20:00,Business,Unknown Location,Unknown Location,5.0,Unknown,9,Aug,4,Fri,0 days 00:14:00
2016-08-26 11:14:00,2016-08-26 11:26:00,Business,Unknown Location,Unknown Location,3.8,Unknown,11,Aug,4,Fri,0 days 00:12:00
2016-08-26 12:10:00,2016-08-26 12:20:00,Business,Unknown Location,Lahore,3.9,Unknown,12,Aug,4,Fri,0 days 00:10:00
2016-08-26 14:10:00,2016-08-26 14:33:00,Business,Lahore,Lahore,7.4,Unknown,14,Aug,4,Fri,0 days 00:23:00
2016-08-26 15:23:00,2016-08-26 15:35:00,Business,Lahore,Lahore,1.5,Unknown,15,Aug,4,Fri,0 days 00:12:00
2016-08-26 15:59:00,2016-08-26 16:24:00,Business,Lahore,Unknown Location,7.9,Unknown,15,Aug,4,Fri,0 days 00:25:00
2016-08-26 16:55:00,2016-08-26 17:12:00,Business,Unknown Location,Lahore,2.9,Unknown,16,Aug,4,Fri,0 days 00:17:00
2016-08-26 18:42:00,2016-08-26 18:56:00,Business,Lahore,Lahore,3.4,Unknown,18,Aug,4,Fri,0 days 00:14:00
2016-08-26 19:31:00,2016-08-26 19:54:00,Business,Lahore,Lahore,3.8,Unknown,19,Aug,4,Fri,0 days 00:23:00
2016-08-26 20:06:00,2016-08-26 20:16:00,Business,Lahore,Unknown Location,5.9,Unknown,20,Aug,4,Fri,0 days 00:10:00
2016-08-27 09:34:00,2016-08-27 10:11:00,Business,Unknown Location,Lahore,9.6,Unknown,9,Aug,5,Sat,0 days 00:37:00
2016-08-27 11:47:00,2016-08-27 12:06:00,Business,Lahore,Lahore,7.0,Unknown,11,Aug,5,Sat,0 days 00:19:00
2016-08-27 12:12:00,2016-08-27 12:17:00,Business,Lahore,Lahore,0.9,Unknown,12,Aug,5,Sat,0 days 00:05:00
2016-08-27 14:01:00,2016-08-27 15:44:00,Business,Lahore,Unknown Location,86.6,Unknown,14,Aug,5,Sat,0 days 01:43:00
2016-08-27 16:15:00,2016-08-27 19:13:00,Business,Unknown Location,Unknown Location,156.9,Unknown,16,Aug,5,Sat,0 days 02:58:00
2016-08-28 09:57:00,2016-08-28 10:18:00,Business,Unknown Location,Noorpur Shahan,10.1,Unknown,9,Aug,6,Sun,0 days 00:21:00
2016-08-28 16:39:00,2016-08-28 16:55:00,Business,Noorpur Shahan,Islamabad,6.2,Unknown,16,Aug,6,Sun,0 days 00:16:00
2016-08-28 17:37:00,2016-08-28 17:55:00,Business,Islamabad,Islamabad,5.3,Unknown,17,Aug,6,Sun,0 days 00:18:00
2016-08-28 21:15:00,2016-08-28 21:59:00,Business,Islamabad,Unknown Location,12.1,Unknown,21,Aug,6,Sun,0 days 00:44:00
2016-08-29 12:02:00,2016-08-29 12:31:00,Business,Unknown Location,Islamabad,10.8,Unknown,12,Aug,0,Mon,0 days 00:29:00
2016-08-29 13:38:00,2016-08-29 13:48:00,Business,Islamabad,Islamabad,4.3,Unknown,13,Aug,0,Mon,0 days 00:10:00
2016-08-29 14:31:00,2016-08-29 14:41:00,Business,Islamabad,Islamabad,2.5,Unknown,14,Aug,0,Mon,0 days 00:10:00
2016-08-29 14:49:00,2016-08-29 15:04:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,14,Aug,0,Mon,0 days 00:15:00
2016-08-29 15:49:00,2016-08-29 15:59:00,Business,Unknown Location,Islamabad,2.8,Unknown,15,Aug,0,Mon,0 days 00:10:00
2016-08-29 16:06:00,2016-08-29 16:21:00,Business,Islamabad,Unknown Location,4.0,Unknown,16,Aug,0,Mon,0 days 00:15:00
2016-08-29 17:24:00,2016-08-29 17:41:00,Business,Unknown Location,Islamabad,5.5,Unknown,17,Aug,0,Mon,0 days 00:17:00
2016-08-29 18:27:00,2016-08-29 18:36:00,Business,Islamabad,Islamabad,2.6,Unknown,18,Aug,0,Mon,0 days 00:09:00
2016-08-30 11:53:00,2016-08-30 12:05:00,Business,Unknown Location,Unknown Location,2.1,Unknown,11,Aug,1,Tue,0 days 00:12:00
2016-08-30 12:46:00,2016-08-30 13:09:00,Business,Unknown Location,Islamabad,8.8,Unknown,12,Aug,1,Tue,0 days 00:23:00
2016-08-30 13:25:00,2016-08-30 13:46:00,Business,Islamabad,Islamabad,4.4,Unknown,13,Aug,1,Tue,0 days 00:21:00
2016-08-30 14:00:00,2016-08-30 14:20:00,Business,Islamabad,Unknown Location,5.3,Unknown,14,Aug,1,Tue,0 days 00:20:00
2016-08-30 17:27:00,2016-08-30 18:09:00,Business,Unknown Location,Unknown Location,13.0,Unknown,17,Aug,1,Tue,0 days 00:42:00
2016-09-01 11:51:00,2016-09-01 12:24:00,Business,Unknown Location,Islamabad,13.0,Unknown,11,Sep,3,Thu,0 days 00:33:00
2016-09-01 17:21:00,2016-09-01 17:36:00,Business,Islamabad,Unknown Location,10.6,Unknown,17,Sep,3,Thu,0 days 00:15:00
2016-09-01 18:49:00,2016-09-01 19:08:00,Business,Unknown Location,Unknown Location,2.2,Unknown,18,Sep,3,Thu,0 days 00:19:00
2016-09-02 11:37:00,2016-09-02 12:24:00,Business,Unknown Location,Islamabad,9.2,Unknown,11,Sep,4,Fri,0 days 00:47:00
2016-09-02 18:56:00,2016-09-02 19:37:00,Business,Unknown Location,Unknown Location,12.9,Unknown,18,Sep,4,Fri,0 days 00:41:00
2016-09-05 10:25:00,2016-09-05 10:44:00,Business,Unknown Location,R?walpindi,17.2,Unknown,10,Sep,0,Mon,0 days 00:19:00
2016-09-06 17:49:00,2016-09-06 17:49:00,Business,Unknown Location,Unknown Location,69.1,Unknown,17,Sep,1,Tue,0 days 00:00:00
2016-09-10 10:28:00,2016-09-10 10:45:00,Business,Unknown Location,Unknown Location,2.8,Unknown,10,Sep,5,Sat,0 days 00:17:00
2016-09-11 09:51:00,2016-09-11 09:55:00,Business,Unknown Location,Unknown Location,8.6,Unknown,9,Sep,6,Sun,0 days 00:04:00
2016-09-11 21:40:00,2016-09-11 21:42:00,Business,Unknown Location,Unknown Location,9.8,Unknown,21,Sep,6,Sun,0 days 00:02:00
2016-09-12 08:07:00,2016-09-12 08:12:00,Business,Unknown Location,Unknown Location,3.6,Unknown,8,Sep,0,Mon,0 days 00:05:00
2016-09-12 11:15:00,2016-09-12 11:24:00,Business,Unknown Location,Unknown Location,1.7,Unknown,11,Sep,0,Mon,0 days 00:09:00
2016-09-12 13:04:00,2016-09-12 13:44:00,Business,Unknown Location,Unknown Location,11.5,Unknown,13,Sep,0,Mon,0 days 00:40:00
2016-09-13 16:56:00,2016-09-13 17:02:00,Business,Unknown Location,Unknown Location,0.7,Unknown,16,Sep,1,Tue,0 days 00:06:00
2016-09-14 11:55:00,2016-09-14 11:59:00,Business,Unknown Location,Unknown Location,0.7,Unknown,11,Sep,2,Wed,0 days 00:04:00
2016-09-15 20:33:00,2016-09-15 20:38:00,Business,Unknown Location,Unknown Location,0.9,Unknown,20,Sep,3,Thu,0 days 00:05:00
2016-09-16 07:08:00,2016-09-16 07:08:00,Business,Unknown Location,Unknown Location,1.6,Unknown,7,Sep,4,Fri,0 days 00:00:00
2016-09-18 18:07:00,2016-09-18 18:11:00,Business,Unknown Location,Unknown Location,9.4,Unknown,18,Sep,6,Sun,0 days 00:04:00
2016-09-19 06:18:00,2016-09-19 06:49:00,Business,R?walpindi,Unknown Location,18.2,Unknown,6,Sep,0,Mon,0 days 00:31:00
2016-09-19 14:40:00,2016-09-19 14:56:00,Business,Unknown Location,Islamabad,10.5,Unknown,14,Sep,0,Mon,0 days 00:16:00
2016-09-19 16:23:00,2016-09-19 16:31:00,Business,Islamabad,Unknown Location,5.7,Unknown,16,Sep,0,Mon,0 days 00:08:00
2016-09-19 17:36:00,2016-09-19 18:20:00,Business,Unknown Location,Unknown Location,18.0,Unknown,17,Sep,0,Mon,0 days 00:44:00
